title,author,description,genres,ratings,number of ratings,number of reviews,5 star,4 star,3 star,2 star,1 star
Some Lie and Some Die,Ruth Rendell,"A mutilated body found at a rock festival.In spite of dire predictions, the rock festival in Kingsmarkham seemed to be going off without a hitch, until the hideously disfigured body is discovered in a nearby quarry. And soon Wexford is investigating the links between a local girl gone bad and a charismatic singer who inspires an unwholesome devotion in his followers. Some Lie and Some Die is a devilishly absorbing novel, in which Wexford's deductive powers come up against the aloof arrogance of pop stardom.  With her Inspector Wexford novels, Ruth Rendell, winner of the Mystery Writers of America Grand Master Award, has added layers of depth, realism and unease to the classic English mystery. For the canny, tireless, and unflappable policeman is an unblinking observer of human nature, whose study has taught him that under certain circumstances the most unlikely people are capable of the most appalling crimes.","['Mystery', 'Fiction', 'Crime', 'British Literature', 'Detective', 'Thriller', 'Mystery Thriller', 'Murder Mystery', 'Audiobook', 'Suspense']",3.74,"3,345 ratings",173 reviews,786,"1,284",981,220,74
The Ironwood Tree,Tony DiTerlizzi,"First a pack of vile, smelly goblins snatch Simon. Then a band of elves try to entrap Jared. Why is the entire faerie world so eager to get their hands on Spiderwick's Guide? And will the Grace kids be left alone, now that the Guide has mysteriously disappeared? Don't count on it.At school, someone is running around pretending to be Jared, and it's not Simon. To make matters even worse, now Mallory has disappeared and something foul in the water is killing off all the plants and animals for miles around. Clues point to the old abandoned quarry, just outside of town. Dwarves have taken over an abandoned mine there. And the faerie world's abuzz with the news that a creature with plans to rule the world has offered them a gift to join with him -- he's given them a queen...","['Fantasy', 'Middle Grade', 'Childrens', 'Fiction', 'Young Adult', 'Adventure', 'Magic', 'Urban Fantasy', 'Juvenile', 'Fairies']",3.95,"39,158 ratings","1,131 reviews",,"13,948","10,160","1,785",412
"Expert Secrets: The Underground Playbook for Finding Your Message, Building a Tribe, and Changing the World",Russell Brunson,Expert Secrets helps people find their message and then create a mass movement of people who will pay them for that advice.,"['Business', 'Nonfiction', 'Self Help', 'Entrepreneurship', 'Personal Development', 'Buisness', 'Leadership', 'Finance', 'Money', 'Psychology']",4.22,"3,808 ratings",240 reviews,"1,992","1,047",496,160,113
The Facebook Effect: The Inside Story of the Company That is Connecting the World,David Kirkpatrick,"The inside story of Facebook, told with the full, exclusive cooperation of founder Mark Zuckerberg and the company's other leaders.In little more than half a decade, Facebook has gone from a dorm-room novelty to a company with 500 million users. It is one of the fastest growing companies in history, an essential part of the social life not only of teenagers but hundreds of millions of adults worldwide. As Facebook spreads around the globe, it creates surprising effects—even becoming instrumental in political protests from Colombia to Iran.Veteran technology reporter David Kirkpatrick had the full cooperation of Facebook’s key executives in researching this fascinating history of the company and its impact on our lives. Kirkpatrick tells us how Facebook was created, why it has flourished, and where it is going next. He chronicles its successes and missteps, and gives readers the most complete assessment anywhere of founder and CEO Mark Zuckerberg, the central figure in the company’s remarkable ascent. This is the Facebook story that can be found nowhere else.How did a nineteen-year-old Harvard student create a company that has transformed the Internet and how did he grow it to its current enormous size? Kirkpatrick shows how Zuckerberg steadfastly refused to compromise his vision, insistently focusing on growth over profits and preaching that Facebook must dominate (his word) communication on the Internet. In the process, he and a small group of key executives have created a company that has changed social life in the United States and elsewhere, a company that has become a ubiquitous presence in marketing, altering politics, business, and even our sense of our own identity. This is the Facebook Effect.","['Business', 'Nonfiction', 'Technology', 'Biography', 'Entrepreneurship', 'History', 'Social Media', 'Internet', 'Economics', 'Sociology']",3.86,"11,878 ratings",593 reviews,"3,825","4,162","2,695",757,439
The Millionaire Real Estate Investor,Gary Keller,"“This book is not just a bargain, it’s a steal. It’s filled with practical, workable advice for anyone wanting to build wealth.”―Mike Summey, co-author of the bestselling The Weekend Millionaire’s Secrets to Investing in Real Estate Anyone who seeks financial wealth must first learn the fundamental truths and models that drive it. The Millionaire Real Estate Investor represents the collected wisdom and experience of over 100 millionaire investors from all walks of life who pursued financial wealth and achieved the life-changing freedom it delivers. This book--in straightforward, no nonsense, easy-to-read style--reveals their proven strategies. The Millionaire Real Estate Investor is your handbook to the tried and true financial wealth building vehicle that rewards patience and perseverance and is available to all--real estate. You'll","['Business', 'Finance', 'Nonfiction', 'Money', 'Personal Finance', 'Economics', 'Self Help', 'Buisness', 'Personal Development', 'Audiobook']",4.25,"4,351 ratings",214 reviews,"2,140","1,404",622,138,47
The Moving Finger,Agatha Christie,"The placid village of Lymstock seems the perfect place for Jerry Burton to recuperate from his accident under the care of his sister, Joanna. But soon a series of vicious poison-pen letters destroys the village's quiet charm, eventually causing one recipient to commit suicide. The vicar, the doctor, the servants—all are on the verge of accusing one another when help arrives from an unexpected quarter. The vicar's houseguest happens to be none other than Jane Marple.Librarian's note: this entry is for the novel, ""The Moving Finger."" Collections and other Miss Marple stories are located elsewhere on Goodreads. The series includes 12 novels and 20 short stories. Entries for the short stories can be found by searching Goodreads for: ""a Miss Marple Short Story.""","['Mystery', 'Fiction', 'Crime', 'Classics', 'Mystery Thriller', 'Detective', 'Audiobook', 'British Literature', 'Murder Mystery', 'Cozy Mystery']",3.86,"46,630 ratings","3,708 reviews","11,758","19,234","13,218","2,072",348
Mean Streak,Sandra Brown,"From #1 New York Times best-selling author Sandra Brown comes a heart-pounding story of survival, that takes the age-old question, ""Does the end justify the means?"" and turns it on its head.Dr. Emory Charbonneau, a pediatrician and marathon runner, disappears on a mountain road in North Carolina. By the time her husband Jeff, miffed over a recent argument, reports her missing, the trail has grown cold. Literally. Fog and ice encapsulate the mountainous wilderness and paralyze the search for her.While police suspect Jeff of ""instant divorce,"" Emory, suffering from an unexplained head injury, regains consciousness and finds herself the captive of a man whose violent past is so dark that he won't even tell her his name. She's determined to escape him, and willing to take any risks necessary to survive.Unexpectedly, however, the two have a dangerous encounter with people who adhere to a code of justice all their own. At the center of the dispute is a desperate young woman whom Emory can't turn her back on, even if it means breaking the law. Wrong becomes right at the hands of the man who strikes fear, but also sparks passion.As her husband's deception is revealed, and the FBI closes in on her captor, Emory begins to wonder if the man with no name is, in fact, her rescuer from those who wish her dead - and from heartbreak.Combining the nail-biting suspense and potent storytelling that has made Sandra Brown one of the world's best loved authors, MEAN STREAK is a wildly compelling novel about love, deceit, and the choices we must make in order to survive.","['Mystery', 'Romance', 'Romantic Suspense', 'Thriller', 'Fiction', 'Suspense', 'Mystery Thriller', 'Audiobook', 'Contemporary', 'Crime']",4.08,"54,494 ratings","5,173 reviews","20,507","21,706","9,305","2,191",785
Mom & Me & Mom,Maya Angelou,"For the first time, Angelou reveals the triumphs and struggles of being the daughter of Vivian Baxter, an indomitable spirit whose petite size belied her larger-than-life presence—a presence absent during much of Angelou’s early life. When her marriage began to crumble, Vivian famously sent three-year-old Maya and her older brother away from their California home to live with their grandmother in Stamps, Arkansas. The subsequent feelings of abandonment stayed with Angelou for years, but their reunion, a decade later, began a story that has never before been told. In Mom & Me & Mom, Angelou dramatizes her years reconciling with the mother she preferred to simply call “Lady,” revealing the profound moments that shifted the balance of love and respect between them. Delving into one of her life’s most rich, rewarding, and fraught relationships, explores the healing and love that evolved between the two women over the course of their lives, the love that fostered Maya Angelou’s rise to the heights.","['Nonfiction', 'Memoir', 'Feminism', 'Biography', 'Audiobook', 'Autobiography', 'Biography Memoir', 'Womens', 'African American', 'Family']",4.21,"25,101 ratings","2,392 reviews","11,331","8,922","3,849",751,248
All in the Timing,David Ives,"The world according to David Ives is a very odd place, and his plays constitute a virtual stress test of the English language -- and of the audience's capacity for disorientation and delight. Ives's characters plunge into black holes called ""Philadelphias,"" where the simplest desires are hilariously thwarted. Chimps named Milton, Swift, and Kafka are locked in a room and made to re-create Hamlet. And a con man peddles courses in a dubious language in which ""hello"" translates as ""velcro"" and ""fraud"" comes out as ""freud.""At once enchanting and perplexing, incisively intelligent and side-splittingly funny, this original paperback edition of Ives's plays includes ""Sure Thing,"" ""Words, Words, Words,"" ""The Universal Language,"" ""Variations on the Death of Trotsky,"" ""The Philadelphia,"" ""Long Ago and Far Away,"" ""Foreplay, or The Art of the Fugue,"" ""Seven Menus,"" ""Mere Mortals,"" ""English Made Simple,"" ""A Singular Kinda Guy,"" ""Speed-the-Play,"" ""Ancient History,"" and ""Philip Glass Buys a Loaf of Bread.""","['Plays', 'Drama', 'Theatre', 'Humor', 'Fiction', 'Comedy', 'Contemporary', 'American', 'Literature', 'Poetry']",4.16,"4,508 ratings",138 reviews,"1,957","1,597",730,162,62
Clybourne Park,Bruce Norris,"Clybourne park had its UK premiere at the Royal Court Theatre, London. Set in Chicago, the play ""applies a modern twist to the issues of race and housing and aspirations for a better life."" It is loosely based on real events. The first act depicts the racial atmosphere in Chicago in 1959. The second act is set in 2009 in the same house where a white couple wants to move into the now-gentrifying black neighborhood. The premise is gentrification, but Norris bares much more. He peels away layers of propriety with acuity, subtlety, and boldness.","['Plays', 'Drama', 'Theatre', 'Fiction', 'Race', 'School', 'Historical Fiction', 'Read For School', 'College', 'Adult']",3.79,"3,344 ratings",282 reviews,918,"1,257",804,290,75
Introducing Oriental Art,Philip Rawson,Introducing Oriental Art PHILIP RAWSON 1973 THE HAMLYN GROUP PUBLISHING ISBN 0600348490,[],0.00,0 ratings,1 review,0,0,0,0,0
Personal Memoirs,Ulysses S. Grant,"President Ulysses S. Grant (1822-1885) was one of the most esteemed individuals of the nineteenth century. His two-volume memoirs, sold door-to-door by former Union soldiers, have never gone out of print and were once as ubiquitous in American households as the Bible. Mark Twain, Gertrude Stein, Matthew Arnold, Henry James, and Edmund Wilson hailed these works as great literature, and Presidents Bill Clinton and George W. Bush both credit Grant with influencing their own writing. Yet a judiciously annotated clarifying edition of these memoirs has never been produced until now.The Personal Memoirs of Ulysses S. Grant is the first comprehensively annotated edition of Grant's memoirs, fully representing the great military leader's thoughts on his life and times through the end of the Civil War and his invaluable perspective on battlefield decision making. An introduction contextualizes Grant's life and significance, and lucid editorial commentary allows the president's voice and narrative to shine through. With annotations compiled by the editors of the Ulysses S. Grant Association's Presidential Library, this definitive edition enriches our understanding of the antebellum era, the Mexican War, and the Civil War. Grant provides insight into how rigorously these events tested America's democratic institutions and the cohesion of its social order.The Personal Memoirs of Ulysses S. Grant preserves and extends a work of profound political, historical, and literary significance and serves as the gateway for modern readers of all backgrounds to an American classic.","['History', 'Biography', 'Nonfiction', 'Civil War', 'Memoir', 'American History', 'Autobiography', 'Presidents', 'American Civil War', 'War']",4.08,"8,104 ratings",655 reviews,"3,514","2,662","1,241",409,278
Homicide in Hardcover,Kate Carlisle,"Book expert Brooklyn Wainwright discovers that murder is always a bestseller in the first novel in the New York Times bestselling Bibliophile Mystery series.Brooklyn Wainwright is a skilled surgeon. Sure, her patients might smell like mold and have spines made of leather, but no ailing book is going to die on her watch. The same can’t be said of Abraham Karastovsky, Brooklyn’s friend and former employer.On the eve of a celebration for his latest book restoration, Brooklyn finds her mentor lying in a pool of his own blood. With his final breath Abraham leaves Brooklyn with a cryptic message, “Remember the Devil,” and gives her a priceless—and supposedly cursed—copy of Goethe’s for safe-keeping.Brooklyn suddenly finds herself accused of murder and theft, thanks to Derek Stone, the humorless—and annoyingly attractive—British security officer who found her kneeling over the body. Now she has to read the clues left behind by her mentor if she is going to restore justice…","['Mystery', 'Cozy Mystery', 'Fiction', 'Books About Books', 'Mystery Thriller', 'Romance', 'Contemporary', 'Adult', 'Crime', 'Adult Fiction']",3.80,"10,223 ratings","1,141 reviews","2,732","3,798","2,853",633,207
On the Way to the Wedding,Julia Quinn,"A funny thing happened...Unlike most men of his acquaintance, Gregory Bridgerton believes in true love. And he is convinced that when he finds the woman of his dreams, he will know in an instant that she is the one. And that is exactly what happened. Except...She wasn't the one. In fact, the ravishing Miss Hermione Watson is in love with another. But her best friend, the ever-practical Lady Lucinda Abernathy, wants to save Hermione from a disastrous alliance, so she offers to help Gregory win her over. But in the process, Lucy falls in love. With Gregory! Except...Lucy is engaged. And her uncle is not inclined to let her back out of the betrothal, even once Gregory comes to his senses and realizes that it is Lucy, with her sharp wit and sunny smile, who makes his heart sing. And now, on the way to the wedding, Gregory must risk everything to ensure that when it comes time to kiss the bride, is the only man standing at the altar...","['Romance', 'Historical Romance', 'Historical', 'Historical Fiction', 'Fiction', 'Regency', 'Audiobook', 'Adult', 'Regency Romance', 'Chick Lit']",3.84,"122,293 ratings","7,909 reviews","33,095","46,485","33,976","7,323","1,414"
The Heart Principle,Helen Hoang,"A woman struggling with burnout learns to embrace the unexpected—and the man she enlists to help her—in this new New York Times bestselling romance by Helen Hoang.When violinist Anna Sun accidentally achieves career success with a viral YouTube video, she finds herself incapacitated and burned out from her attempts to replicate that moment. And when her longtime boyfriend announces he wants an open relationship before making a final commitment, a hurt and angry Anna decides that if he wants an open relationship, then she does, too. Translation: She’s going to embark on a string of one-night stands. The more unacceptable the men, the better.That’s where tattooed, motorcycle-riding Quan Diep comes in. Their first attempt at a one-night stand fails, as does their second, and their third, because being with Quan is more than sex—he accepts Anna on an unconditional level that she herself has just started to understand. However, when tragedy strikes Anna’s family she takes on a role that she is ill-suited for, until the burden of expectations threatens to destroy her. Anna and Quan have to fight for their chance at love, but to do that, they also have to fight for themselves.","['Romance', 'Contemporary', 'Fiction', 'Contemporary Romance', 'Adult', 'Audiobook', 'Chick Lit', 'Mental Health', 'Adult Fiction', 'New Adult']",3.96,"109,203 ratings","15,249 reviews","33,654","44,886","24,595","5,073",995
"One, Two, Buckle My Shoe",Agatha Christie,"A dentist's suspicious death leads Poirot to drill the good doctor's patients, partners, lovers, and friends.From the Publisher:What reason would an amiable dentist like Dr. Morely have for committing suicide? He didn't have emotional difficulties, money problems, or love trouble. What he did have was an appointment with Hercule Poirot, who is not persuaded by the suicide story and has therefore taken it upon himself to question the good doctor's patients, partners, and friends. All he's come up with is the numbing fear that Dr. Morely wasn't an unlikely victim at all. Nor the first.","['Mystery', 'Fiction', 'Crime', 'Classics', 'Detective', 'Mystery Thriller', 'Audiobook', 'Murder Mystery', 'British Literature', 'Adult']",3.78,"36,283 ratings","2,329 reviews","8,049","14,411","11,697",,259
The 1619 Project: A New Origin Story,Nikole Hannah-Jones,"The 1619 Project: A New Origin Story offers a revealing vision of the American past and present.In late August 1619, a ship arrived in the British colony of Virginia bearing a cargo of twenty to thirty enslaved people from Africa. Their arrival led to the barbaric and unprecedented system of American chattel slavery that would last for the next 250 years. This is sometimes referred to as the country’s original sin, but it is more than that: It is the source of so much that still defines the United States.builds on The New York Times Magazine’s award-winning “1619 Project,” which reframed our understanding of American history by placing slavery and its continuing legacy at the center of our national narrative. This book substantially expands on the original ""1619 Project, ""weaving together eighteen essays that explore the legacy of slavery in present-day America with thirty-six poems and works of fiction that illuminate key moments of oppression, struggle, and resistance. The essays show how the inheritance of 1619 reaches into every part of contemporary American society, from politics, music, diet, traffic, and citizenship to capitalism, religion, and our democracy itself. This legacy can be seen in the way we tell stories, the way we teach our children, and the way we remember. Together, the elements of the book reveal a new origin story for the United States, one that helps explain not only the persistence of anti-Black racism and inequality in American life today, but also the roots of what makes the country unique.The book also features an elaboration of the original project’s Pulitzer Prize–winning lead essay by Nikole Hannah-Jones on how the struggles of Black Americans have expanded democracy for all Americans, as well as two original pieces from Hannah-Jones, one of which makes a case for reparative solutions to this legacy of injustice.","['History', 'Nonfiction', 'Race', 'Politics', 'Social Justice', 'Audiobook', 'Essays', 'American History', 'African American', 'Historical']",4.63,"17,784 ratings","2,757 reviews",,"3,943",781,168,163
Agency,William Gibson,"In William Gibson's first novel since 2014's New York Times bestselling The Peripheral, a gifted ""app-whisperer"" is hired by a mysterious San Francisco start-up and finds herself in contact with a unique and surprisingly combat-savvy AI.","['Science Fiction', 'Fiction', 'Cyberpunk', 'Speculative Fiction', 'Time Travel', 'Thriller', 'Audiobook', 'Science Fiction Fantasy', 'Novels', 'Dystopia']",3.81,"12,433 ratings","1,507 reviews","3,440","4,673","3,123",933,264
The Corset,Laura Purcell,"The new Victorian chiller from the author of Radio 2 Book Club pick, The Silent Companions.Is prisoner Ruth Butterham mad or a murderer? Victim or villain?Dorothea and Ruth. Prison visitor and prisoner. Powerful and powerless. Dorothea Truelove is young, wealthy and beautiful. Ruth Butterham is young, poor and awaiting trial for murder.When Dorothea's charitable work leads her to Oakgate Prison, she is delighted with the chance to explore her fascination with phrenology and test her hypothesis that the shape of a person's skull can cast a light on their darkest crimes. But when she meets teenage seamstress Ruth, she is faced with another theory: that it is possible to kill with a needle and thread. For Ruth attributes her crimes to a supernatural power inherent in her stitches.The story Ruth has to tell of her deadly creations – of bitterness and betrayal, of death and dresses – will shake Dorothea's belief in rationality and the power of redemption.Can Ruth be trusted? Is she mad, or a murderer?","['Historical Fiction', 'Horror', 'Gothic', 'Fiction', 'Mystery', 'Historical', 'Thriller', 'Mystery Thriller', 'Crime', 'Audiobook']",4.15,"13,128 ratings","1,876 reviews","5,039",,"2,025",367,102
The Iron Queen,Julie Kagawa,"My name is Meghan Chase.I thought it was over. That my time with the fey, the impossible choices I had to make, the sacrifices of those I loved, was behind me. But a storm is approaching, an army of Iron fey that will drag me back, kicking and screaming. Drag me away from the banished prince who's sworn to stand by my side. Drag me into the core of conflict so powerful, I'm not sure anyone can survive it.This time, there will be no turning back.","['Fantasy', 'Young Adult', 'Romance', 'Paranormal', 'Fae', 'Fairies', 'Magic', 'Urban Fantasy', 'Young Adult Fantasy', 'Fiction']",4.20,"105,941 ratings","5,194 reviews","50,369","33,386","16,568","3,866","1,752"
March Upcountry,David Weber,"Prince Roger MacClintock is a spoiled young princeling hardly worth the space he takes up. Now he must become a man, or the entire galaxy will suffer arrested adolescence.","['Science Fiction', 'Fiction', 'Military Fiction', 'Space Opera', 'Fantasy', 'Military Science Fiction', 'Adventure', 'Science Fiction Fantasy', 'Space', 'Aliens']",4.19,"11,578 ratings",326 reviews,"5,051","4,237","1,847",334,109
"Do Nothing: How to Break Away from Overworking, Overdoing, and Underliving",Celeste Headlee,"Despite our constant search for new ways to 'hack' our bodies and minds for peak performance, human beings are working more instead of less, living harder not smarter, and becoming more lonely and anxious. We strive for the absolute best in every aspect of our lives, ignoring what we do well naturally. Why do we measure our time in terms of efficiency instead of meaning? Why can't we just take a break?In Do Nothing, award-winning journalist Celeste Headlee illuminates a new path ahead, seeking to institute a global shift in our thinking so we can stop sabotaging our well-being, put work aside and start living instead of doing.","['Nonfiction', 'Self Help', 'Psychology', 'Personal Development', 'Audiobook', 'Business', 'Mental Health', 'Productivity', 'Health', 'Leadership']",3.89,"6,922 ratings",865 reviews,"1,912","2,825","1,743",367,75
All Your Twisted Secrets,Diana Urban,"This thrilling debut, reminiscent of new fan favorites like One of Us Is Lying and the beloved classics by Agatha Christie, will leave readers guessing until the explosive ending.Welcome to dinner, and again, congratulations on being selected. Now you must do the selecting.What do the queen bee, star athlete, valedictorian, stoner, loner, and music geek all have in common? They were all invited to a scholarship dinner, only to discover it’s a trap. Someone has locked them into a room with a bomb, a syringe filled with poison, and a note saying they have an hour to pick someone to kill … or else everyone dies.Amber Prescott is determined to get her classmates and herself out of the room alive, but that might be easier said than done. No one knows how they’re all connected or who would want them dead. As they retrace the events over the past year that might have triggered their captor’s ultimatum, it becomes clear that everyone is hiding something. And with the clock ticking down, confusion turns into fear, and fear morphs into panic as they race to answer the biggest question: Who will they choose to die?","['Mystery', 'Young Adult', 'Thriller', 'Mystery Thriller', 'Contemporary', 'Fiction', 'Audiobook', 'Suspense', 'Crime', 'High School']",3.51,"19,471 ratings","3,153 reviews","3,576","6,407","6,504","2,375",609
Fearless,Tim Lott,"The smartly painted exterior of the City Community Faith School hides a disturbing secret. Behind its walls, 1000 girls are forced to labour in the city's laundry, separated from their families and deprived of their freedom. One of these girls is Little Fearless who never gives up hope that one day she will be rescued.","['Young Adult', 'Dystopia', 'Science Fiction', 'Fiction', 'Fantasy', 'Middle Grade', 'Adventure', 'Novels', 'Contemporary', 'Childrens']",3.85,"1,331 ratings",212 reviews,455,425,296,107,48
Driver's Ed,Caroline B. Cooney,Driver’s Ed was like so many things in school. If the parents only knew . . .,"['Young Adult', 'Realistic Fiction', 'Fiction', 'Teen', 'Thriller', 'Mystery', 'Romance', 'Novels', 'School', 'Mystery Thriller']",3.35,"1,681 ratings",136 reviews,278,452,628,225,98
"The Kind Diet: A Simple Guide to Feeling Great, Losing Weight, and Saving the Planet",Alicia Silverstone,"In The Kind Diet , actress, activist, and committed conservationist Alicia Silverstone shares the insights that encouraged her to swear off meat and dairy forever, and outlines the spectacular benefits of adopting a plant-based diet, from effortless weight loss to clear skin, off-the-chart energy, and smooth digestion. She explains how meat, fish, milk, and cheese―the very foods we've been taught to regard as the cornerstone of good nutrition―are actually the culprits behind escalating rates of disease and the cause of dire, potentially permanent damage to our ecology. Yet going meat- and dairy-free doesn't mean suffering deprivation; to the contrary, The Kind Diet introduces irresistibly delicious food that satisfies on every level―it even includes amazing desserts to keep the most stubborn sweet tooth happy. Alicia also addresses the nutritional concerns faced by many who are new to a plant-based diet, and shows how to cover every nutritional base, from protein to calcium and beyond. Alicia knows that changing life-long dietary habits is a process, and that each person progresses at a different pace. For that reason, The Kind Diet encompasses 3 separate levels, from Flirting to Superhero. Flirts learn to dip a toe into the vegan pool, reducing their meat-eating and swapping out a few key foods for plant-based substitutes to see quickly how even small changes can reap big results. Vegans get to experience the life-altering effects of forgoing animal-products entirely, while still enjoying many convenience foods and meat substitutes in addition to the wonderful grains, vegetables and fruits that form the core of that diet. True enlightenment comes with the Superhero program, based on the principles of macrobiotics and built on a foundation of whole grains, vegetables, and other yummy foods that Alicia describes in detail. Whether your goal is to drop a few pounds, boost your energy and metabolism, or simply save the world, Alicia provides the encouragement, the information, and the tools you need to make the transition to a plant-based diet deliciously empowering.","['Cookbooks', 'Nonfiction', 'Food', 'Health', 'Vegan', 'Cooking', 'Nutrition', 'Diets', 'Self Help', 'Vegetarian']",3.83,"9,944 ratings",734 reviews,"3,133","3,316","2,476",723,296
Garfield at Large: His First Book,Jim Davis,"Like every great lasagna, Garfield was born in the kitchen of an Italian restaurant on a winter's night in 1978, while outside snow fell like grated Parmesan cheese. He weighed five pounds, six ounces at birth—that's big for a kitten!—and right from the start showed a passion for Italian food. The restaurant owner, forced to choose between Garfield and closing his doors for lack of pasta, sold Garfield to a pet store. Garfield thought he was a goner until Jon Arbuckle walked in the door.The rest is history.","['Comics', 'Humor', 'Graphic Novels', 'Fiction', 'Childrens', 'Animals', 'Comic Strips', 'Comic Book', 'Cats', 'Graphic Novels Comics']",4.14,"6,418 ratings",260 reviews,"3,151","1,647","1,168",285,167
The Taker,Alma Katsu,"True love can last an eternity . . . but immortality comes at a price. . . .On the midnight shift at a hospital in rural St. Andrew, Maine, Dr. Luke Findley is expecting a quiet evening--until a mysterious woman, Lanore McIlvrae, arrives in his ER, escorted by police. Lanore is a murder suspect, and Luke is inexplicably drawn to her. As Lanny tells him her story, an impassioned account of love and betrayal that transcends time and mortality, she changes his life forever. At the turn of the nineteenth century, Lanny was consumed as a child by her love for the son of St. Andrew’s founder, and she will do anything to be with him forever, but the price she pays is steep--an immortal bond that chains her to a terrible fate.","['Fantasy', 'Paranormal', 'Historical Fiction', 'Romance', 'Fiction', 'Historical', 'Paranormal Romance', 'Adult', 'Mystery', 'Horror']",3.66,"7,956 ratings","1,344 reviews","2,121",,"1,987",745,447
It's Always Something,Gilda Radner,The autobiography of the late Saturday Night Live comedienne and wife of Gene Wilder chronicles her losing battle with cancer and celebrates her triumphs in the cruel face of disease. Reprint.,"['Nonfiction', 'Memoir', 'Biography', 'Humor', 'Biography Memoir', 'Autobiography', 'Comedy', 'Audiobook', 'Womens', 'Medical']",4.09,"9,982 ratings",523 reviews,"4,150","3,491","1,741",327,273
Midnight Alley,Rachel Caine,"MORGANVILLE IS SUCH A NICE PLACE TO LIVE... AND DIE. IF YOU DON'T MIND THAT SORT OF THING. When Claire Danvers learnt that her college town was run by vampires, she did what any intelligent, self-preserving student would do: she applied for a transfer and stocked up on garlic. The transfer is no longer an option, but that garlic may come in handy. Now Claire has pledged herself to Amelie, the most powerful vampire in town. The protection her contract secures does little to reassure her friends. All of a sudden, people are turning up dead, a stalker resurfaces from Claire's past, and an ancient bloodsucker extends a chilling invitation for private lessons in his secluded home.","['Vampires', 'Young Adult', 'Paranormal', 'Fantasy', 'Urban Fantasy', 'Romance', 'Supernatural', 'Fiction', 'Paranormal Romance', 'Teen']",4.09,"60,273 ratings","1,605 reviews","25,532","19,395","11,844","2,537",965
Something from the Oven: Reinventing Dinner in 1950s America,Laura Shapiro,"In this captivating blend of culinary history and popular culture, the award-winning author of Perfection Salad shows us what happened when the food industry elbowed its way into the kitchen after World War II, brandishing canned hamburgers, frozen baked beans, and instant piecrusts. Big Business waged an all-out campaign to win the allegiance of American housewives, but most women were suspicious of the new foodsâ€”and the make-believe cooking they entailed. With sharp insight and good humor, Laura Shapiro shows how the ensuing battle helped shape the way we eat today, and how the clash in the kitchen reverberated elsewhere in the house as women struggled with marriage, work, and domesticity. This unconventional history overturns our notions about the ’50s and offers new thinking on some of its fascinating figures, including Poppy Cannon, Shirley Jackson, Julia Child, and Betty Friedan.","['Food', 'History', 'Nonfiction', 'Food History', 'Cooking', 'Historical', 'Feminism', 'Foodie', 'Sociology', 'American History']",3.80,839 ratings,129 reviews,207,330,239,50,13
Nevermore,James Patterson,"Maximum Ride and her faithful friends stand ready to face the two greatest threats that humankind has ever known--now combining forces in an unbeatable plot to destroy life as we know it once and for all. And this time, the enemy truly can't be stopped. The danger mounts just as the boy genetically engineered to be her ""perfect match"", Dylan, has finally worked his way into Max's heart--and just as her beloved Fang unexpectedly returns to the flock. An explosive confrontation between the two boys with a claim to Max's heart ensues, and the entire world hangs in the balance.In this powerful and moving latest sequel in James Patterson's epic fantasy series, fans will finally get the answers they've been waiting for--and an ending full of shock, surprises, and the greatest conclusion you never saw coming.","['Young Adult', 'Fantasy', 'Science Fiction', 'Fiction', 'Romance', 'Adventure', 'Paranormal', 'Dystopia', 'Action', 'Teen']",3.89,"37,798 ratings","2,827 reviews","15,835","9,384","7,081","3,414","2,084"
Soul of a Highlander,Melissa Mayhue,"Nine years ago, Faerie Magic saved Mairi MacKiernan at the cost of her dreams of happiness, snatching her from her life in 1272, and depositing her in the twenty-first century. Now, she must save the last Daughter of the MacKiernan family...who was murdered in 1295. Transported back in time at her request, Mairi finds herself captured by the same evil men as before! Is this the price the Faerie Magic requires of her this time? Ramos Servans has dedicated his dreams to service as a Guardian, but when he discovers the evil unleashed on the Mortal Plain by his father and their people, he swears he will atone by ridding the world of Nuadian deceit. Part of his mission involves rescuing a lovely Highland lassie, and in the passion that grows between them, Ramos and Mairi find a new dream.But falling in love can be dangerous when Faerie Magic is involved. Dreams may not be the only cost....","['Time Travel', 'Romance', 'Historical Romance', 'Paranormal Romance', 'Fantasy', 'Time Travel Romance', 'Paranormal', 'Historical', 'Fae', 'Scotland']",4.16,"2,403 ratings",76 reviews,"1,021",862,429,62,29
