title,author,description,genres,ratings,number of ratings,number of reviews,5 star,4 star,3 star,2 star,1 star
Dream Warrior,Sherrilyn Kenyon,"1st edition paperback, new","['Paranormal Romance', 'Paranormal', 'Romance', 'Fantasy', 'Vampires', 'Mythology', 'Urban Fantasy', 'Adult', 'Demons', 'Fiction']",4.19,"26,146 ratings",695 reviews,"11,872","8,747","4,431",845,251
Jerusalem,Cecelia Holland,"The extraordinary author of The Bear Flag and Pacific Street returns to print at last with a remarkable novel. Set in the Holy Land in 1187 A.D., Jerusalem is an epic of war and political intrigue, of passion and religious fervor.",[],3.88,377 ratings,44 reviews,121,135,85,28,8
"The Wallflower, Vol. 1",Tomoko Hayakawa,"MAKEOVER OF THE CENTURYIt’s a gorgeous, spacious mansion, and four handsome, fifteen-year-old friends are allowed to live in it for free! There’s only one condition–that within three years the guys must transform the owner’s wallflower niece into a lady befitting the palace in which they all live! How hard can it be?Enter Sunako Nakahara, the agoraphobic, horror-movie-loving, pockmark-faced, frizzy-haired, fashion-illiterate recluse who tends to break into explosive nosebleeds whenever she sees anyone attractive. This project is going to take more than our four heroes ever it needs a miracle!","['Manga', 'Romance', 'Graphic Novels', 'Comics', 'Humor', 'Shojo', 'Young Adult', 'Comedy', 'Comics Manga', 'Fiction']",4.12,"18,846 ratings",238 reviews,"9,403","4,613","3,135","1,022",673
The Fiery Heart,Richelle Mead,"Sydney Sage is an Alchemist, one of a group of humans who dabble in magic and serve to bridge the worlds of humans and vampires. They protect vampire secrets and human lives.In The Indigo Spell, Sydney was torn between the Alchemist way of life and what her heart and gut were telling her to do. And in one breathtaking moment that Richelle Mead fans will never forget, she made a decision that shocked even her. . .But the struggle isn't over for Sydney. As she navigates the aftermath of her life-changing decision, she still finds herself pulled in too many directions at once. Her sister Zoe has arrived, and while Sydney longs to grow closer to her, there's still so much she must keep secret. Working with Marcus has changed the way she views the Alchemists, and Sydney must tread a careful path as she harnesses her profound magical ability to undermine the way of life she was raised to defend. Consumed by passion and vengeance, Sydney struggles to keep her secret life under wraps as the threat of exposure and re-education looms larger than ever.Pulses will race throughout this thrilling fourth installment in the New York Times bestselling Bloodlines series, where no secret is safe.","['Young Adult', 'Fantasy', 'Vampires', 'Paranormal', 'Romance', 'Urban Fantasy', 'Magic', 'Supernatural', 'Paranormal Romance', 'Fiction']",4.34,"76,082 ratings","5,581 reviews","40,337","24,285","8,904","1,766",790
"Karachi, You're Killing Me!",Saba Imtiaz,"Ayesha is a twenty-something reporter in one of the world's most dangerous cities. Her assignments range from showing up at bomb sites and picking her way through scattered body parts to interviewing her boss's niece, the couture-cupcake designer. In between dicing with death and absurdity, Ayesha despairs over ever meeting a nice guy, someone like her old friend Saad, whose shoulder she cries on after every romantic misadventure. Her choices seem limited to narcissistic, adrenaline-chasing reporters who'll do anything to get their next story - to the spoilt offspring of the Karachi elite who'll do anything to cure their boredom. Her more pressing problem, however, is how to straighten her hair during the chronic power outages.Karachi, You're Killing Me! is Bridget Jones's Diary meets The Diary of a Social Butterfly - a comedy of manners in a city with none.","['Pakistan', 'Fiction', 'Contemporary', 'Chick Lit', 'India', 'Journalism', 'Romance', 'Literature', 'Humor']",2.95,"1,234 ratings",231 reviews,128,251,437,262,156
The Friday Society,Adrienne Kress,"An action-packed tale of gowns, guys, guns –and the heroines who use them allSet in turn of the century London, The Friday Society follows the stories of three very intelligent and talented young women, all of whom are assistants to powerful Cora, lab assistant; Michiko, Japanese fight assistant; and Nellie, magician's assistant. The three young women's lives become inexorably intertwined after a chance meeting at a ball that ends with the discovery of a murdered mystery man.It's up to these three, in their own charming but bold way, to solve the murder–and the crimes they believe may be connected to it–without calling too much attention to themselves.Set in the past but with a modern irreverent flare, this Steampunk whodunit introduces three unforgettable and very ladylike–well, relatively ladylike–heroines poised for more dangerous adventures.","['Steampunk', 'Young Adult', 'Mystery', 'Historical Fiction', 'Fantasy', 'Science Fiction', 'Historical', 'Adventure', 'Fiction', 'Teen']",3.48,"3,046 ratings",646 reviews,601,925,997,367,156
Captivate,Vanessa Garden,"In a glittering underwater world, nothing is as it seems...For the past twelve months since her parents’ death, seventeen-year-old Miranda Sun has harboured a dark secret — a secret that has strained the close relationship she once shared with her older sister, Lauren. In an effort to repair this broken bond, Miranda’s grandparents whisk the siblings away on a secluded beach holiday. Except before Miranda gets a chance to confess her life-changing secret, she’s dragged underwater by a mysterious stranger while taking a midnight swim.Awakening days later, Miranda discovers that she’s being held captive in a glittering underwater city by an arrogant young man named Marko...the King of this underwater civilisation.Nineteen-year-old Marko intends to marry Miranda in order to keep his crown from falling into the sinister clutches of his half-brother, Damir. There’s only one problem. Miranda is desperate to return home to right things with her sister and she wants nothing to do with Marko. Trying to secure her freedom, Miranda quickly forms an alliance with Robbie — Marko’s personal guard. However, she soon discovers that even underwater, people are hiding dangerous secrets...","['Fantasy', 'Young Adult', 'Romance', 'Mermaids', 'Paranormal', 'Paranormal Romance', 'Mythology', 'Science Fiction', 'Amazon', 'Young Adult Fantasy']",3.80,"1,793 ratings",251 reviews,606,541,400,174,72
Master and Commander: 20 Volume Set,Patrick O'Brian,Comprising:Master & Commander;Post Captain;H.M.S. 'Surprise';The Mauritius Command;Desolation Island;The Fortune of War;The Surgeon's Mate;The Ionian Mission;Treason's Harbour;The Far Side of the World;The Reverse of the Medal;The Letter of Marque;The Thirteen-Gun Salute;The Nutmeg of Consolation;The Truelove/Clarissa Oakes;The Wine-Dark Sea;The Commodore;The Yellow Admiral;The Hundred Days;Blue at the Mizzen.,"['Historical Fiction', 'Fiction', 'Adventure', 'Military Fiction', 'Literature', 'Classics', 'Novels', 'Fantasy', 'Historical']",4.76,"1,273 ratings",135 reviews,"1,034",190,35,8,6
The Kitchen Imps and Other Dark Tales,A.L. Butcher,"A selection of short, dark fairy tales of wicked imps, enchanted kitchens, cunning thieves and confused wizards.Suitable for all ages.",[],4.77,13 ratings,10 reviews,11,1,1,0,0
Winterkill,C.J. Box,Joe Pickett's pursuit of a killer through the rugged mountains of Wyoming takes a horrifying turn when his beloved foster daughter is kidnapped. Now it's personal.,"['Mystery', 'Fiction', 'Thriller', 'Crime', 'Westerns', 'Suspense', 'Mystery Thriller', 'Audiobook', 'Adventure', 'Adult']",4.24,"23,283 ratings","1,355 reviews","9,588","10,257","3,061",299,78
The Wronged Sons,John Marrs,"What would you do if the person you loved suddenly vanished into thin air?Catherine’s cosy life as a housewife and mum-of-three is quickly thrown into disarray when husband Simon disappears without explanation. She is convinced he hasn’t left by choice as confusion and spiraling debts threaten to tear her family apart.Meanwhile Simon has begun a carefree new life travelling the world. And he’s determined not to disclose his past to all he meets, even if it means resorting to extreme and violent measures.But why did he leave? Catherine only gets her answer 25 years later when Simon suddenly reappears on her doorstep.During their furious final confrontation, they discover the secrets, lies and misunderstandings that tore them apart, then brought them face-to-face one last time.","['Thriller', 'Mystery', 'Fiction', 'Mystery Thriller', 'Audiobook', 'Suspense', 'Psychological Thriller', 'Drama', 'Crime', 'Contemporary']",4.01,"35,101 ratings","2,607 reviews","13,663","12,020","6,538","1,967",913
Gwendy's Button Box,Stephen King,"The little town of Castle Rock, Maine has witnessed some strange events and unusual visitors over the years, but there is one story that has never been told... until now.There are three ways up to Castle View from the town of Castle Rock: Route 117, Pleasant Road, and the Suicide Stairs. Every day in the summer of 1974 twelve-year-old Gwendy Peterson has taken the stairs, which are held by strong (if time-rusted) iron bolts and zig-zag up the cliffside.At the top of the stairs, Gwendy catches her breath and listens to the shouts of the kids on the playground. From a bit farther away comes the chink of an aluminum bat hitting a baseball as the Senior League kids practice for the Labor Day charity game.One day, a stranger calls to Gwendy: ""Hey, girl. Come on over here for a bit. We ought to palaver, you and me.""On a bench in the shade sits a man in black jeans, a black coat like for a suit, and a white shirt unbuttoned at the top. On his head is a small neat black hat. The time will come when Gwendy has nightmares about that hat...Journey back to Castle Rock again in this chilling new novella by Stephen King, bestselling author of , and Richard Chizmar, award-winning author of .","['Horror', 'Fiction', 'Fantasy', 'Mystery', 'Audiobook', 'Novella', 'Thriller', 'Short Stories', 'Paranormal', 'Adult']",3.93,"68,094 ratings","7,349 reviews","19,915","28,294","15,853","2,967","1,065"
Force Of Nature,C.J. Box,"In 1995, Nate Romanowski was in a Special Forces unit abroad when his commander, John Nemecek, did something terrible. Now the high-ranking government official and cold-blooded sociopath is determined to eliminate anyone who knows about it—like Nate, who’s hidden himself away in Wyoming’s Bighorn Mountains. And he knows exactly how Nemecek will do it—by targeting Nate's friends to draw him out. That includes his friend, game warden Joe Pickett, and Pickett’s entire family. The only way to fight back is outside the law. Nate knows he can do it, but he isn't sure about his straight-arrow friend. And all their lives could depend on it.","['Mystery', 'Fiction', 'Thriller', 'Westerns', 'Suspense', 'Crime', 'Audiobook', 'Mystery Thriller', 'Adventure', 'Action']",4.35,"17,745 ratings","1,105 reviews","8,663","6,965","1,828",212,77
,,,[],,,,,,,,
The Perfect Murder,H.R.F. Keating,"It is just Inspector Ghote's luck to be landed with the case of the Perfect Murder at the start of his career with the Bombay Police. For this most baffling of crimes there is the cunning and important tycoon Lala Varde to contend with. And if this were not enough, Ghote finds himself having to investigate the mysertious theft of one rupee from the desk of yet another Very Important Person—the Minister of Police Affairs and the Arts. ""If people would only behave in a simple, reasonable, logical way, "" sighs the inspector as he struggles through the quagmires of incompentence and corruption to solve these curious crimes.","['Mystery', 'India', 'Fiction', 'Crime', 'Asia', 'Audiobook', 'Mystery Thriller', 'Detective', 'International', 'Historical Fiction']",3.62,"1,268 ratings",86 reviews,317,446,287,147,71
Giraffes Can't Dance,Giles Andreae,"Gerald the giraffe longs to dance, but his legs are too skinny and his neck is too long. At the Jungle Dance, the warthogs waltz, the chimps cha-cha, and the lions tango. ""Giraffes can't dance,"" they all jeer when it's Gerald's turn to prance. But with some sound advice from a wise cricket, Gerald starts swaying to his own sweet tune.","['Picture Books', 'Childrens', 'Animals', 'Fiction', 'Storytime', 'Poetry', 'Music', 'Fantasy', 'Kids', 'Growth Mindset']",4.32,"30,715 ratings","1,808 reviews","17,022","8,290","4,059",932,412
The Drowning,Camilla Läckberg,"Christian Thydell’s dream has come true. His debut novel, The Mermaid, has been published to rave reviews. So why is he as distant and unhappy as ever? When crime writer Erica Falck, who helped Christian discover and develop his talents, learns he has been receiving anonymous threats, she investigates not just the messages but also the young author mysterious past. Then, one of Christian’s closet friends, Magnus, goes missing.Erica’s husband, Detective Patrik Hedström, has his worst suspicions confirmed as the mind-games aimed at Christian become a disturbing reality. Christian's group of friends—a “gang of four” from childhood—is a tangled web of relationships, love triangles, and family secrets that Erica and Patrick must unravel in order to discover what really happened to Magnus and who is still threatening Christian.But, with the victims themselves concealing evidence, the investigation is going nowhere. Is their silence driven by fear or guilt? What is the secret they would rather die to protect than live to see revealed?","['Crime', 'Mystery', 'Thriller', 'Fiction', 'Scandinavian Literature', 'Sweden', 'Mystery Thriller', 'Audiobook', 'Nordic Noir', 'Swedish Literature']",3.96,"22,807 ratings","1,627 reviews","6,787","9,800","4,955",982,283
Iron House,John Hart,"          An old man is dying.          When the old man is dead they will come for him.          And they will come for her, to make him hurt.John Hart delivers his fourth novel -- a gut-wrenching, heart-stopping thriller no reader will soon forget.He would go to Hell     At the Iron Mountain Home for Boys, there was nothing but time. Time to burn and time to kill, time for two young orphans to learn that life isn’t won without a fight. Julian survives only because his older brother, Michael, is fearless and fiercely protective. When tensions boil over and a boy is brutally killed, there is only one sacrifice left for Michael to make: He flees the orphanage and takes the blame with him.","['Mystery', 'Thriller', 'Fiction', 'Suspense', 'Mystery Thriller', 'Crime', 'Audiobook', 'Contemporary', 'Southern', 'Adult']",4.08,"16,909 ratings","1,994 reviews","6,243","7,027","2,711",642,286
Hope Never Dies,Andrew Shaffer,"It's been several months since the 2016 presidential election, and ""Uncle Joe"" Biden is puttering around his house, grouting the tile in his master bathroom, feeling lost and adrift in an America that doesn't make sense anymore.But when his favorite Amtrak conductor dies in a suspicious accident, Joe feels a familiar desire to serve - and he leap into the role of amateur sleuth, with a little help from his old friend President Barack Obama (code name: Renegade). Together they'll plumb the darkest depths of Delaware, traveling from cheap motels to biker bars and beyond, as they uncover the sinister forces advancing America's opioid epidemic.","['Mystery', 'Fiction', 'Humor', 'Politics', 'Mystery Thriller', 'Thriller', 'Crime', 'Adult', 'Adult Fiction', 'Contemporary']",3.51,"13,689 ratings","2,991 reviews","2,095","4,778","5,133","1,342",341
The Quiche of Death,M.C. Beaton,"Putting all her eggs in one basket, Agatha Raisin gives up her successful PR firm, sells her London flat, and samples a taste of early retirement in the quiet village of Carsely. Bored, lonely and used to getting her way, she enters a local baking contest. Then her recipe for social advancement sours when Judge Cummings-Browne not only snubs her entry--but falls over poisoned dead!","['Mystery', 'Cozy Mystery', 'Fiction', 'Audiobook', 'Crime', 'British Literature', 'Mystery Thriller', 'Humor', 'Adult', 'Murder Mystery']",3.73,"36,196 ratings","4,046 reviews","7,504","14,500","11,623","2,058",511
Rum Punch,Elmore Leonard,"Ordell Robbie makes a fine living selling illegal high-powered weaponry to the wrong people. Jackie Burke couriers Ordell's profits from Freeport to Miami. But the feds are on to Jackie - and now the aging, but still hot, flight attendant will have to do prison time or play ball, which makes her a prime 'loose end' that Ordell needs to tie up...permanently. Jackie, however, has other plans. And with the help of Max Cherry - an honest but disgruntled bail bondsman looking to get out - she could even end up with a serious nest egg in the process.","['Fiction', 'Crime', 'Mystery', 'Thriller', 'Novels', 'Noir', 'American', 'Mystery Thriller', 'Suspense', 'Hard Boiled']",3.93,"11,125 ratings",629 reviews,"2,722","5,329","2,672",349,53
Window Shopping,Tessa Bailey,"A sizzling, standalone, feel-good holiday romance from Tessa Bailey, New York Times bestselling author of It Happened One Summer.Two weeks before Christmas and all through Manhattan, shop windows are decorated in red and green satin.I'm standing alone in front of the famous Vivant department store, when a charming man named Aiden asks my opinion of the décor.It's a tragedy in tinsel, I say, unable to lie.He asks for a better idea with a twinkle in his eye.Did I know he owned the place? No. He put me on the spot.Now I'm working for that man, trying to ignore that he's hot.But as a down on her luck girl with a difficult past, I know an opportunity when I see one—and I have to make it last.I'll put my heart and soul into dressing his holiday windows.I'll work without stopping. And when we lose the battle with temptation, I'll try and remember I'm just window shopping.","['Christmas', 'Holiday', 'Contemporary', 'Contemporary Romance', 'Adult', 'Fiction', 'Chick Lit', 'Romance', 'New Adult', 'Audiobook']",3.54,"71,374 ratings","9,216 reviews","13,768","24,459","22,542","8,048","2,557"
People We Meet on Vacation,Emily Henry,"Two best friends. Ten summer trips. One last chance to fall in love.Poppy and Alex. Alex and Poppy. They have nothing in common. She’s a wild child; he wears khakis. She has insatiable wanderlust; he prefers to stay home with a book. And somehow, ever since a fateful car share home from college many years ago, they are the very best of friends. For most of the year they live far apart—she’s in New York City, and he’s in their small hometown—but every summer, for a decade, they have taken one glorious week of vacation together.Until two years ago, when they ruined everything. They haven’t spoken since.Poppy has everything she should want, but she’s stuck in a rut. When someone asks when she was last truly happy, she knows, without a doubt, it was on that ill-fated, final trip with Alex. And so, she decides to convince her best friend to take one more vacation together—lay everything on the table, make it all right. Miraculously, he agrees.Now she has a week to fix everything. If only she can get around the one big truth that has always stood quietly in the middle of their seemingly perfect relationship. What could possibly go wrong?","['Romance', 'Fiction', 'Contemporary', 'Contemporary Romance', 'Audiobook', 'Adult', 'Chick Lit', 'Adult Fiction', 'Travel', 'New Adult']",3.89,"1,040,213 ratings","99,726 reviews","300,726","417,445","246,292","59,406","16,344"
The Heiress Effect,Courtney Milan,"Miss Jane Fairfield can’t do anything right. When she’s in company, she always says the wrong thing—and rather too much of it. No matter how costly they are, her gowns fall on the unfortunate side of fashion. Even her immense dowry can’t save her from being an object of derision.And that’s precisely what she wants. She’ll do anything, even risk humiliation, if it means she can stay unmarried and keep her sister safe.Mr. Oliver Marshall has to do everything right. He’s the bastard son of a duke, raised in humble circumstances—and he intends to give voice and power to the common people. If he makes one false step, he’ll never get the chance to accomplish anything. He doesn’t need to come to the rescue of the wrong woman. He certainly doesn’t need to fall in love with her. But there’s something about the lovely, courageous Jane that he can’t resist... even though it could mean the ruin of them both.","['Romance', 'Historical Romance', 'Historical', 'Historical Fiction', 'Fiction', 'Regency', 'Adult', 'Victorian', 'Regency Romance', 'M F Romance']",3.91,"15,022 ratings","1,611 reviews",,"6,444","3,650",613,
The Return of the Dancing Master,Henning Mankell,"From the dean of Scandinavian noir, come s a riveting mystery set in frozen north of Sweden. .When retired policeman Herbert Molin is found brutally slaughtered on his remote farm in the northern forests of Sweden, police find strange tracks in the snow — as if someone had been practicing the tango. Stefan Lindman, a young police officer recently diagnosed with mouth cancer, decides to investigate the murder of his former colleague, but is soon enmeshed in a mystifying case with no witnesses and no apparent motives. Terrified of the disease that could take his life, Lindman becomes more and more reckless as he unearths the chilling links between Molin’s death and an underground neo-Nazi network that runs further and deeper than he could ever have imagined.","['Mystery', 'Crime', 'Fiction', 'Thriller', 'Sweden', 'Scandinavian Literature', 'Mystery Thriller', 'Swedish Literature', 'Detective', 'Nordic Noir']",3.90,"8,956 ratings",575 reviews,"2,335","3,992","2,120",412,97
Luck in the Shadows,Lynn Flewelling,"When young Alec of Kerry is taken prisoner for a crime he didn’t commit, he is certain that his life is at an end. But one thing he never expected was his cellmate. Spy, rogue, thief, and noble, Seregil of Rhiminee is many things–none of them predictable. And when he offers to take on Alec as his apprentice, things may never be the same for either of them. Soon Alec is traveling roads he never knew existed, toward a war he never suspected was brewing. Before long he and Seregil are embroiled in a sinister plot that runs deeper than either can imagine, and that may cost them far more than their lives if they fail. But fortune is as unpredictable as Alec’s new mentor, and this time there just might be… Luck in the Shadows.","['Fantasy', 'LGBT', 'M M Romance', 'Fiction', 'Queer', 'Romance', 'High Fantasy', 'Magic', 'Adventure', 'Gay']",4.09,"21,311 ratings","1,472 reviews",,"7,859","3,714",914,339
The Golden Cage,Camilla Läckberg,"An exhilarating new novel from a global superstar--a sexy, over-the-top psychological thriller that tells the story of the scorned wife of a billionaire and her delicious plot to get her revenge and bring him to his knees.Faye has loved Jack since they were students at business school. Jack, the perpetual golden boy, grew up wealthy, unlike Faye, who has worked hard to bury a dark past. When Jack needs help launching a new company, Faye leaves school to support him, waitressing by day and working as his strategist by night. With the business soaring, Faye and Jack have a baby, and Faye finds herself at home, caring for their daughter, wealthier than she ever imagined, but more and more removed from the excitement of the business world. And none of the perks of wealth make up for the fact that Jack has begun to treat her coldly, undermining her intelligence and forgetting all she sacrificed for his success. When Faye discovers that he's having an affair, the polished facade of their life cracks wide open. Faye is alone, emotionally shattered, and financially devastated--but hell hath no fury like a woman with a violent past bent on vengeance. Jack is about to get exactly what he deserves--and so much more. In this splashy, electrifying story of sex, betrayal, and secrets, a woman's revenge is a brutal but beautiful thing.","['Thriller', 'Fiction', 'Mystery', 'Crime', 'Mystery Thriller', 'Audiobook', 'Suspense', 'Adult', 'Sweden', 'Psychological Thriller']",3.71,"31,016 ratings","3,410 reviews","7,696","11,431","8,070","2,826",993
Belgravia,Julian Fellowes,"FROM THE CREATOR OF DOWNTON ABBEY The New York Times bestselling novel about scandalous secrets and star-crossed lovers On the evening of 15 June 1815, the great and the good of British society have gathered in Brussels at what is to become one of the most tragic parties in history - the Duchess of Richmond's ball. For this is the eve of the Battle of Waterloo, and many of the handsome young men attending the ball will find themselves, the very next day, on the battlefield.For Sophia Trenchard, the young and beautiful daughter of Wellington's chief supplier, this night will change everything. But it is only twenty-five years later, when the upwardly mobile Trenchards move into the fashionable new area of Belgravia, that the true repercussions of that moment will be felt. For in this new world, where the aristocracy rub shoulders with the emerging nouveau riche, there are those who would prefer the secrets of the past to remain buried...","['Historical Fiction', 'Fiction', 'Historical', 'Romance', 'Audiobook', 'British Literature', 'Adult', 'Victorian', '19th Century', 'Adult Fiction']",3.77,"29,368 ratings","3,612 reviews","6,520","12,228","8,355","1,817",448
Dying Light,Stuart MacBride,"It's summertime in the Granite city: the sun is shining, the sky is blue, & people are dying. It starts with a prostitute, stripped naked & beaten to death down by the docks. Despite DS Logan MacRae's best efforts, it's not long before another body turns up on the slab.","['Crime', 'Mystery', 'Fiction', 'Thriller', 'Scotland', 'Detective', 'Audiobook', 'Mystery Thriller', 'Murder Mystery', 'British Literature']",4.09,"10,776 ratings",686 reviews,"3,758","4,753","1,869",306,90
Mars,Ben Bova,"Encore peu connu en France, Ben Bova est l'un des maîtres de la hard science aux États-Unis. Son roman, Mars, qui imagine la première exploration habitée de la planète, a eu un fort succès outre-Atlantique. Pour renforcer l'intérêt du lecteur, l'auteur a choisi d'ouvrir son récit sur les paroles de l'équipage, à dominante russo-américaine, se posant sur la planète rouge. Puis le récit évoque la période qui a précédé, avec les oppositions, les conflits, les difficultés du recrutement des membres de la future expédition...Alliant les références rigoureuses sur la planète – l'auteur est conseiller de la NASA – à une psychologie des personnages soignée (on s'attache à suivre le parcours de Jamie, le géologue navajo, qui joue un rôle majeur), Bova parvient à donner un effet de réel qui constitue une bonne part de l'intérêt du récit.Roman classique, voire traditionnel, Mars plaira à tous ceux que l'exploration spatiale passionne et qui apprécient qu'on leur raconte avec efficacité une bonne histoire.","['Science Fiction', 'Fiction', 'Science Fiction Fantasy', 'Space', 'Audiobook', 'Fantasy', 'Space Opera', 'Speculative Fiction', 'Hard Science Fiction', 'Collections']",3.85,"8,653 ratings",337 reviews,"2,328","3,483","2,222",485,135
Muse of Nightmares,Laini Taylor,"Sarai has lived and breathed nightmares since she was six years old.She believed she knew every horror and was beyond surprise.She was wrong.In the wake of tragedy, neither Lazlo nor Sarai are who they were before. One a god, the other a ghost, they struggle to grasp the new boundaries of their selves as dark-minded Minya holds them hostage, intent on vengeance against Weep.Lazlo faces an unthinkable choice—save the woman he loves, or —while Sarai feels more helpless than ever. But is she? Sometimes, only the direst need can teach us our own depths, and Sarai, the Muse of Nightmares, has not yet discovered what she's capable of.As humans and godspawn reel in the aftermath of the citadel's near fall, a new foe shatters their fragile hopes, and the mysteries of the Mesarthim are resurrected: Where did the gods come from, and why? What was done with thousands of children born in the citadel nursery? And most important of all, as forgotten doors are opened and new worlds revealed: Must heroes always slay monsters, or is it possible to save them instead?Love and hate, revenge and redemption, destruction and salvation all clash in this astonishing and heart-stopping sequel to the bestseller, .","['Fantasy', 'Young Adult', 'Romance', 'Fiction', 'Young Adult Fantasy', 'Audiobook', 'Magic', 'High Fantasy', 'New Adult', 'Ghosts']",4.43,"59,831 ratings","9,773 reviews","34,152","18,821","5,499","1,103",256
Silverthorn,Raymond E. Feist,"A poisoned bolt has struck down the Princess Anita on the day of her wedding to Prince Arutha of Krondor.To save his beloved, Arutha sets out in search of the mystic herb called Silverthorn that only grows in the dark and forbidding land of the Spellweavers.Accompanied by a mercenary, a minstrel, and a clever young thief, he will confront an ancient evil and do battle with the dark powers that threaten the enchanted realm of Midkemia.","['Fantasy', 'Fiction', 'Epic Fantasy', 'High Fantasy', 'Science Fiction Fantasy', 'Magic', 'Adventure', 'Epic', 'Science Fiction', 'Adult']",4.10,"62,813 ratings","1,123 reviews",,"25,395","11,983","1,822",351
The Wishsong of Shannara,Terry Brooks,"Horror stalks the Four Lands. The Ildatch, immemorial book of evil spells, has stirred to eldritch life, sending its foul Mord Wraiths to accomplish at last Mankind's destruction. Once again Allanon, ancient Druid Protector of the Races, must seek the help of a descendant of Jerle Shannara. Brin, daughter of Wil Ohmsford, born with the magic of the Wishsong which alone can open a way to the Ildatch, reluctantly joins him on his perilous journey east; meanwhile her younger brother Jair learns that Brin will fail and die, unless he can reach her in time. And as Brin walks into the trap the Ildatch has set, Jair must travel through the very heart of evil to reach her...","['Fantasy', 'Fiction', 'Epic Fantasy', 'Science Fiction Fantasy', 'High Fantasy', 'Adventure', 'Young Adult', 'Magic', 'Childrens', 'Epic']",3.98,"52,914 ratings",924 reviews,,"19,589","11,853","2,540",786
Our Kind of Cruelty,Araminta Hall,"This is a love story. Mike’s love story.Mike Hayes fought his way out of a brutal childhood and into a quiet, if lonely life, before he met Verity Metcalf. V taught him about love, and in return, Mike has dedicated his life to making her happy. He’s found the perfect home, the perfect job, he’s sculpted himself into the physical ideal V has always wanted. He knows they’ll be blissfully happy together.It doesn’t matter that she hasn’t been returning his emails or phone calls.It doesn’t matter that she says she’s marrying Angus.It’s all just part of the secret game they used to play. If Mike watches V closely, he’ll see the signs. If he keeps track of her every move he’ll know just when to come to her rescue…A spellbinding, darkly twisted novel about desire and obsession, and the complicated lines between truth and perception, Our Kind of Cruelty introduces Araminta Hall, a chilling new voice in psychological suspense.","['Thriller', 'Fiction', 'Mystery', 'Mystery Thriller', 'Psychological Thriller', 'Audiobook', 'Suspense', 'Adult', 'Contemporary', 'Adult Fiction']",3.39,"16,633 ratings","2,801 reviews","2,268","5,452","6,084","2,229",600
The Plot,Jean Hanff Korelitz,"Jean Hanff Korelitz’s The Plot is a psychologically suspenseful novel about a story too good not to steal, and the writer who steals it.Jacob Finch Bonner was once a promising young novelist with a respectably published first book. Today, he’s teaching in a third-rate MFA program and struggling to maintain what’s left of his self-respect; he hasn’t written—let alone published—anything decent in years. When Evan Parker, his most arrogant student, announces he doesn’t need Jake’s help because the plot of his book in progress is a sure thing, Jake is prepared to dismiss the boast as typical amateur narcissism. But then . . . he hears the plot.Jake returns to the downward trajectory of his own career and braces himself for the supernova publication of Evan Parker’s first novel: but it never comes. When he discovers that his former student has died, presumably without ever completing his book, Jake does what any self-respecting writer would do with a story like that—a story that absolutely needs to be told.In a few short years, all of Evan Parker’s predictions have come true, but Jake is the author enjoying the wave. He is wealthy, famous, praised and read all over the world. But at the height of his glorious new life, an e-mail arrives, the first salvo in a terrifying, anonymous campaign: , it says.As Jake struggles to understand his antagonist and hide the truth from his readers and his publishers, he begins to learn more about his late student, and what he discovers both amazes and terrifies him. Who was Evan Parker, and how did he get the idea for his “sure thing” of a novel? What is the real story behind the plot, and who stole it from whom?","['Fiction', 'Mystery', 'Thriller', 'Mystery Thriller', 'Audiobook', 'Suspense', 'Books About Books', 'Contemporary', 'Adult', 'Adult Fiction']",3.83,"111,429 ratings","15,578 reviews","25,888","49,934","27,909","6,133","1,565"
Bunny,Mona Awad,"Samantha Heather Mackey couldn't be more of an outsider in her small, highly selective MFA program at New England's Warren University. A scholarship student who prefers the company of her dark imagination to that of most people, she is utterly repelled by the rest of her fiction writing cohort--a clique of unbearably twee rich girls who call each other ""Bunny,"" and seem to move and speak as one.But everything changes when Samantha receives an invitation to the Bunnies' fabled ""Smut Salon,"" and finds herself inexplicably drawn to their front door--ditching her only friend, Ava, in the process. As Samantha plunges deeper and deeper into the Bunnies' sinister yet saccharine world, beginning to take part in the ritualistic off-campus ""Workshop"" where they conjure their monstrous creations, the edges of reality begin to blur. Soon, her friendships with Ava and the Bunnies will be brought into deadly collision.The spellbinding new novel from one of our most fearless chroniclers of the female experience, Bunny is a down-the-rabbit-hole tale of loneliness and belonging, friendship and desire, and the fantastic and terrible power of the imagination.","['Horror', 'Fiction', 'Contemporary', 'Thriller', 'Fantasy', 'Magical Realism', 'Adult', 'Literary Fiction', 'Mystery', 'Audiobook']",3.53,"160,428 ratings","36,875 reviews","31,840","56,469","44,775","19,817",
The Wheel of Darkness,Douglas Preston,"At a remote monastery in Tibet, a rare and dangerous artifact mysteriously disappears. Aloysius Pendergast agrees to take up the search that leads him and Constance to the maiden voyage of the Britannia--and to an Atlantic crossing fraught with terror.","['Thriller', 'Mystery', 'Fiction', 'Horror', 'Mystery Thriller', 'Suspense', 'Crime', 'Adventure', 'Audiobook', 'Fantasy']",3.96,"30,253 ratings","1,450 reviews","9,601","11,930","7,000","1,405",317
