title,author,description,genres,ratings,number of ratings,number of reviews,5 star,4 star,3 star,2 star,1 star
That Old Cape Magic,Richard Russo,"Following Bridge of Sighs —a national best seller hailed by The Boston Globe as “an astounding achievement” and “a masterpiece”—Richard Russo gives us the story of a marriage, and of all the other ties that bind, from parents and in-laws to children and the promises of youth.Griffin has been tooling around for nearly a year with his father’s ashes in the trunk, but his mother is very much alive and not shy about calling on his cell phone. She does so as he drives down to Cape Cod, where he and his wife, Joy, will celebrate the marriage of their daughter Laura’s best friend. For Griffin this is akin to driving into the past, since he took his childhood summer vacations here, his parents’ respite from the hated Midwest. And the Cape is where he and Joy honeymooned, in the course of which they drafted the Great Truro Accord, a plan for their lives together that’s now thirty years old and has largely come true. He’d left screenwriting and Los Angeles behind for the sort of New England college his snobby academic parents had always aspired to in vain; they’d moved into an old house full of character; and they’d started a family. Check, check and check.But be careful what you pray for, especially if you manage to achieve it. By the end of this perfectly lovely weekend, the past has so thoroughly swamped the present that the future suddenly hangs in the balance. And when, a year later, a far more important wedding takes place, their beloved Laura’s, on the coast of Maine, Griffin’s chauffeuring two urns of ashes as he contends once more with Joy and her large, unruly family, and both he and she have brought dates along. How in the world could this have happened?That Old Cape Magic is a novel of deep introspection and every family feeling imaginable, with a middle-aged man confronting his parents and their failed marriage, his own troubled one, his daughter’s new life and, finally, what it was he thought he wanted and what in fact he has. The storytelling is flawless throughout, moments of great comedy and even hilarity alternating with others of rueful understanding and heart-stopping sadness, and its ending is at once surprising, uplifting and unlike anything this Pulitzer Prize winner has ever written.From the Hardcover edition.","['Fiction', 'Literary Fiction', 'Contemporary', 'Family', 'Audiobook', 'Academia', 'Novels', 'Adult Fiction', 'Literature', 'Marriage']",3.35,"17,847 ratings","2,491 reviews","1,751","6,032","7,264","2,279",521
Try Not to Breathe,Jennifer R. Hubbard,"Learning to live is more than just choosing not to die, as sixteen-year-old Ryan discovers in the year following his suicide attempt. Despite his mother’s anxious hovering and the rumors at school, he’s trying to forget the darkness from which he has escaped. But it doesn’t help that he’s still hiding guilty secrets, or that he longs for a girl who may not return his feelings. Then he befriends Nicki, who is using psychics to seek contact with her dead father. This unlikely friendship thaws Ryan to the point where he can face the worst in himself. He and Nicki confide in one another the things they never thought they’d tell anyone—but their confessions are trickier than they seem, and the fallout tests the bounds of friendship and forgiveness.","['Young Adult', 'Romance', 'Contemporary', 'Realistic Fiction', 'Mental Health', 'Mental Illness', 'Fiction', 'Teen', 'Death', 'Drama']",3.68,"2,956 ratings",331 reviews,738,997,849,277,95
ten-great-works-of-philosophy,Robert Paul Wolff,"In its vast scope, this book presents the continuum of Western philosophy. Ranging from ancient Greece to nineteenth-century America, it traces the history of our civilization through the seminal works of its most influential thinkers. Each philosopher in this volume made intellectual history; each created a revolution in ideas; each reaffirmed man’s view of himself as a sentient being capable of creating order out of the baffling contradictions of existence. And the most powerful reflections and speculations of each are represented here.Plato : Apology, Crito and the Death of Socrates, from PhadoAristotle : PoeticsSt. Ansem : The ontological Proof of St. Ansem, from ProslogiumSt. Thomas Aquinas : St. Thomas’ Proofs of God’s Existence, from the SummaTheologicaRené Descartes : Meditations on the First PhilosophyDavid Hume : An Inquiry Concerning Human UnderstandingImmanuel Kant : Prolegomena to Any Future MetaphysicsJohn Stuart Mill : UtilitarianismWilliam James : The Will to Believe","['Philosophy', 'Nonfiction', 'Classics', 'History', 'Literature', 'Reference', 'Politics', '20th Century']",3.83,126 ratings,15 reviews,35,46,35,8,2
The Van,Roddy Doyle,"The further misadventures of the Rabbitte family in working-class Dublin--from the author of The Commitments and The Snapper. This story follows Jimmy Rabbitte, Sr., and his best friend through Dublin, selling cheap grub to the drunk and hungry--keeping one step ahead of the health officials.","['Fiction', 'Ireland', 'Irish Literature', 'Humor', 'Contemporary', 'Novels', 'Comedy', 'Literary Fiction', 'Literature', 'Modern']",3.94,"7,257 ratings",283 reviews,"1,954","3,286","1,709",249,59
Down to You,Michelle Leighton,"The scorching tale of one girl, two brothers and a love triangle…that’s not. Olivia Townsend is nothing special. She’s just a girl working her way through college so she can return home to help her father run his business. She’s determined not to be the second woman in his life to abandon him, even if it means putting her own life on hold. To Olivia, it’s clear what she must do. Plain and simple. Black and white. But clear becomes complicated when she meets Cash and Nash Davenport. They’re brothers. Twins.Cash is everything she’s always wanted in a guy. He’s a dangerous, sexy bad boy who wants her in his bed at any cost. He turns her insides to mush and, with just one kiss, makes her forget why he’s no good for her. Nash is everything she’s ever needed in a guy. He’s successful, responsible and intensely passionate. But he’s taken. Very taken, by none other than Marissa, Liv’s rich, beautiful cousin. That doesn’t stop Olivia from melting every time he looks at her, though. With just one touch, he makes her forget why they can never be together.Black and white turns to shades of gray when Olivia discovers the boys are hiding something, something that should make her run as far and as fast as she can. But it’s too late to run. Olivia’s already involved. And in love. With both of them. Both brothers make her heart tremble. Both brothers set her body on fire. She wants them both. And they want her. How will she ever choose between them?","['Romance', 'New Adult', 'Contemporary', 'Contemporary Romance', 'Erotica', 'Adult', 'College', 'Erotic Romance', 'Chick Lit', 'Fiction']",4.03,"66,315 ratings","3,356 reviews","25,365","23,634","12,757","3,268","1,291"
The Silent Treatment,Melanie Surani,"Twenty-eight year old Katrina Jaitley is rebuilding her life after escaping an abusive boyfriend. The last thing she needs is the mystery she stumbles on during a bout of retail therapy. But she can't ignore the coil of film -- a piece of movie history -- she finds hidden inside her purchase. Unfortunately, Peter, the handsome host of the estate sale, disappears before Kat has a chance to return it to him. Curious, Kat watches the strip and is shocked to witness the brutal murder of a famous 1920's silent film star by a fellow actor. When a news article cites Kat as the film's owner, her already complicated life goes from bad to worse. Someone begins stalking her. Are they trying to silence her or what she has discovered?",[],3.74,39 ratings,20 reviews,11,13,10,,1
An Antiquity Calais Christmas - How the Liberator Saved Christmas!,Jim Henry,"Santa Claus and Mrs. Claus are sick with the flu. The elves have not left the North Pole in centuries, and Santa is thinking about skipping deliveries this year.Mrs. Claus to the rescue! She may not be well enough to stand in for Santa, but she has an idea. Why not ask Antiquity Calais? Join Antiquity, Gillian, Gabriel Michael and Mary Theresa Calais, as well as Sherman Yazu and the Mighty Mundoo Asquith, as we find how the Liberator Saved Christmas!",[],4.80,5 ratings,2 reviews,4,1,0,0,0
More Than Her,Jay McLean,"""For every action there is an equal or opposite reaction.""For every choice you make there are rewards,or there are consequences.It was my choice to walk away the first time.And my choice to chase her the second.But sometimes you don't get a choice,and all you get are the consequences.""Being deeply loved by someone gives you strength,while loving someone deeply gives you courage.”Unless that someone is Logan Matthews. Because loving him didn't give methe strength to walk away.It didn't give methe courage to fight for him.And when it was over,all it gave me was a broken heart.","['New Adult', 'Romance', 'College', 'Contemporary', 'Contemporary Romance', 'Young Adult', 'Abuse', 'Humor', 'Fiction', 'Drama']",4.25,"20,022 ratings","1,456 reviews","9,491","6,994","2,720",592,225
Better Early Marriage Life,Shirly Ness-Berlin,"Did you ever feel at a loss, unable to change the course of your life?Do you also sometimes experience a sneaking sense of despair?Have you tried everything you learned - everything offered to you - yet still feel stuck and frustrated?Do you feel that the tools that society gave you - to deal with marriage, parenting, work, retirement or any other challenge you might face - just aren’t enough?This book is the first in a series of books that give you practical and easy-to-implement tools in order to make all aspects of your life - even the most difficult - easy, comfortable, exciting and enriching. Over decades of sharing Positive Thinking, we have published seven books, some of them bestsellers. We have accompanied tens of thousands of people on their journey to discover how to use their enormous inner powers and abilities to benefit their lives. Shared thinking, assembled in this series, will change your life too.We have gathered for you the Cosmic Laws of Positive Thinking, which have proven themselves and have become the cornerstones of Positive Thinking over countless years. Any such law we describe is accompanied by exercises and enriched by simple visualization techniques, which require no prior knowledge, nor the ability to meditate.We give you the opportunity to create change in your life just in those areas where body and soul are crying out for change.Our many years of experience and the proven success of our books and our work, brought together in a practical and easy manner accessible to every single person, opens up the exciting possibility of living the life you've always wanted to live!",[],3.63,8 ratings,0 reviews,4,1,0,2,1
Moonlight Warrior,Janet Chapman,"Can a powerful highland warrior tame the only woman he can't resist?Eve Anderson is darned tired of Kenzie Gregor meddling in her business. She might be struggling to keep herself and her ailing mother financially afloat, but she's no princess in need of a strong, capable knight in a black SUV to rescue her -- even if he is easy on the eyes. Besides, there's something very odd about him...and she's sure the strange events occurring in their small coastal Maine town are linked to his recent arrival.Once an immortal warrior cursed to live as a panther, Kenzie is finally free to live and die as a man, and his destiny is to help other displaced souls. Of course, if he can get tiny, blue-eyed, curly blond Eve out of the deal, well...life doesn't get any better. But she's as stubborn and fierce as a lioness, and in order to win her love, he must tempt her with forbidden desires....Note: This is a spin-off from this author's Highlander series. It features Kenzie and Father Daar--both from the Highlander series.","['Romance', 'Paranormal Romance', 'Paranormal', 'Time Travel', 'Fantasy', 'Contemporary Romance', 'Magic', 'Contemporary', 'Fiction', 'Dragons']",4.23,"2,678 ratings",142 reviews,"1,261",926,380,80,31
Her Biker Bodyguards,Marla Monroe,"Briana has her hands full with a pair of biker bodyguards. Canthey keep her safe despite her assurances that she doesn’t needthem? When she moves to Dallas to start work, will they convinceher to let them stay on the job or will she push them away?How can she ignore them when they are the fathers of her child,and how do you fill out the paperwork at the doctor’s office whenyou don’t know which one is the father?Dillon and Gavin are determined to make Briana their own. Whenthey find out she’s pregnant with their child, they pull out all thestops to change her mind about going it alone. What will it take toconvince her they want to guard her for life?Genre: Contemporary, Ménage a Trois/QuatreLength: 49,066 words","['Menage', 'Erotica', 'Romance', 'Contemporary Romance', 'M F M', 'Fiction', 'Contemporary', 'Novella', 'M F Romance', 'Adult']",3.90,301 ratings,8 reviews,102,99,74,19,7
"Curiosities, Inc.",Patti Larsen,"An enchanted ring propels sixteen-year-old Danica Harper into a world of telepaths and spirits and things that go bump in the night. But when her newly awakened power attracts the attention of a demon who wants to use her to return to the land of the living, Danny’s very soul is at risk. Her only hope is that the group of gifted kids who have befriended her can muster enough power to save her.",[],5.00,2 ratings,0 reviews,2,0,0,0,0
The Reunion: Book 1 of Beneath the Trap Door Series,A.A. Pencil,"Reviewed by J.M. LeDuc, author of “Cornerstone,” published by Suspense Publishing, an imprint of Suspense Magazine “The Reunion” by A.A. PencilA high school reunion of misfits soon turns into a weekend in a hell-house.Soon after the guests arrive, strange happenings begin to occur leading to the death of two of the ”�friends.’ The survivors find themselves locked in a rented mansion which has its own secrets. With each devilish event, a new suspect emerges. With each new death, the remaining guests’ distrust of one another grows exponentially. Friends become enemies and enemies become co-conspirators.˃˃˃ The Reunion˃˃˃ High School Reunion Horror: New Book Raises Funds (and Chills) For Good Cause",[],3.77,97 ratings,38 reviews,27,34,25,9,2
Kiss Of Life,Brian L. Porter,"Every night, Alan Dexter has the same his former colleague Christina is seducing him when suddenly, two of her perfectly white teeth turn into fangs and tear into his flesh.Dexter is always the skeptical journalist, but his feeling that Christina must be in danger only grows when he discovers she disappeared over two months ago in the mysterious Carpathian Mountains.What evil still lurks in the heart of Transylvania?",[],4.07,28 ratings,13 reviews,15,3,7,3,0
Transference,Jeff Fuell,"Michael Potters is caught in a dilemma. He is attempting to solve his own murder and trying to do so in the form of a little boy whose body he now inhabits. While doing so, he not only has to keep the secret from his own son, but from the new family that he is now living with. To add even more to his troubles he is having to once more attend grade school, something which was frustrating enough the first time. He has no idea why all of this is happening to him nor how much time he has left to find out why. All he can do is race the clock to try to discover who was responsible for murdering him before his time runs out. From the author: Like most people, I have often wondered what it would be like to be a kid again, but to retain the experience and wisdom that I have as an adult. This is a good deal about what this story is about. It is also a bit of a culture clash as the main character of this book experiences being a kid again in a whole new world that is different from his own. I suppose every generation looks at the one coming up and asks ""Is this what our future is? We're doomed!"" Michael Potters is actually having to face this experience firsthand not because he wants to, but because he has no alternative.",[],4.00,10 ratings,3 reviews,6,1,1,1,1
American Savages,J.J. McAvoy,"“Villains by Choice.""Betrayed. Melody is nowhere to be found, Liam is in jail, and the Callahan family is cracking, just as Avian Doers, the FBI Director and puppet master behind their downfall, planned.But just because they’re down doesn't mean they’re out. To fight back, Liam and Melody will have to put everything on the line. The kid gloves are coming off, and no one is getting out alive. Nothing will compare to the reign of terror that is about to envelope the entire country. First they were Ruthless, now they are pure Savages. The end is here, and no one is safe…","['Romance', 'Dark', 'Contemporary', 'Adult', 'New Adult', 'Contemporary Romance', 'Suspense', 'Crime', 'Erotica', 'Action']",4.45,"12,553 ratings",846 reviews,"7,694","3,284","1,219",234,122
The Siren,Tiffany Reisz,"Some love stories you never forget. Some books will change your world. Be prepared…this is one of them. She tore herself from the man she adored, who transformed her, who possessed her… who would have destroyed her. Now she is adored by a man she must not have. She thinks she knows what it means to be pushed to her limits. She’s wrong.The Original Sinners Series; Book 1: The Siren, Book 2: The Angel, Book 3: The Prince, Book 4: The Mistress.","['BDSM', 'Romance', 'Erotica', 'Dark', 'Contemporary', 'Adult', 'Contemporary Romance', 'Erotic Romance', 'Fiction', 'M F Romance']",4.02,"27,325 ratings","3,518 reviews","12,170","7,815","4,343","1,769","1,228"
Against All Odds,Ju Ephraime,"Jayden Farrell accepted long ago that he would not have a passionate relationship with all the bells and whistles that were toted around. When his partner of eight years told him she had found someone who could not only give her all the bells and whistles, but wanted to marry her, Jay, as his close friends called him, was shattered.Genevieve Shelton, Genna to her friends, lived a quiet uneventful life with her Grams in a small town in Connecticut. She’d lost her parents at a young age and had been brought up by her Grams with old fashioned values and ideas. Genna didn’t socialize much with the younger crowd, and had been reluctant to get involved with the young men who usually approached her. When her last relationship ended after only three months, she was in no hurry to get involved with anyone, that was, until Jayden Farrell walked into the bar where she worked. Genna found herself burning for him with a fire that threatened to consume her.Can this ill-matched pair find love? Can they too experience the bells and whistles? Read Jay and Genna’s story and see how easy it is with the right partner … against all odds.",[],4.63,59 ratings,16 reviews,48,6,2,0,3
Face of Betrayal,Lis Wiehl,"FOX News legal correspondent and former Federal Prosecutor Lis Wiehl has created a suspense series as timely as tomorrow's headlines.While home on break, a seventeen-year-old Senate page takes her dog out for a walk and never returns. The resulting media firestorm quickly ensnares television reporter Cassidy Shaw, Federal Prosecutor Allison Pierce, and FBI Special Agent Nicole Hedges. Together, these life-long friends call themselves The Triple Threat—a nickname derived from their favorite dessert as well as their uncanny ability to crack cases from their three unique positions of power.Together, they must find the one face of betrayal amidst a crowd of growing suspects—including a US Senator—before they become the next victims.Lis Wiehl's expertise in law, politics, and criminal investigation merges with April Henry's narrative genius to create a gripping mystery filled with rich characters, real danger, and a shocking yet satisfying final twist.","['Mystery', 'Fiction', 'Christian Fiction', 'Thriller', 'Suspense', 'Mystery Thriller', 'Crime', 'Christian', 'Murder Mystery', 'Audiobook']",3.71,"3,282 ratings",411 reviews,717,"1,278",980,229,78
"A, B & E",Marc Nash,"A gangster's moll on the run from her murderous husband who she betrayed between the sheets, has lost everything and has to sing for her supper. She does this by holding court in bars at a Club 18-30 holiday resort by day and capturing prey to take her into a hotel room by night. Back in Britain, an NHS nurse is under siege from her own abusive patients. She resolves to treat not just their ailing bodies, but their afflicted souls. Two avenging angels, one incendiary convergence.",[],4.44,9 ratings,7 reviews,5,3,1,0,0
City of the Dead,Brian Keene,"As the world succumbs to a devastating plague that brings its victims back from the dead, eager to destroy all that is living, a group of survivors, trapped inside a fortified skyscraper, must fight for their survival against an indestructible enemy that keeps coming back.","['Horror', 'Zombies', 'Apocalyptic', 'Fiction', 'Post Apocalyptic', 'Thriller', 'Science Fiction', 'Paranormal', 'Audiobook', 'Novels']",3.89,"6,183 ratings",346 reviews,"2,111","2,080","1,393",404,195
when Time stood still,K.S. Adkins,"Our lives are spent watching the clock.We go to sleep by it.Wake up to it. Rely on it.Race it.It's easy to forget that we're only given so much.We ignore it because we're convinced we'll always have more.I am proof that we aren't promised anything.The clock owes us nothing.I know this because not only was Time my name, I wasn't given enough of it.Sure I had challenges but I vowed to make the most of it, of my young life.My limitations wouldn't hold me back.Time was on my side.Then I was told otherwise.Now the clock was working against me.I would face this disease alone.Then he walked in and changed everything.He gave me a reason to fight.He helped me prepare.Like others before me, when time slowed I wasn't ready.I begged for more.But the clock, it stopped for no one.On the day my world went black, I refused to take him with me.Only he didn't listen.I was a doctor.A bringer of bad news.I read the chart.She was fucked.My hands, they were tied.I was a doctor who could not heal what was beyond that door.I had no hope to offer her.But I wanted this over with.The sooner the better.I walked in, looked up and saw color.Not one.All of them.They surrounded her.She was a patient.You did not cross that line.I would not cross that line.I should have kept my eyes closed.Life was easier when you didn't see.But they were open now.They saw her.They saw everything.Suddenly invisible lines ceased to matter.For me, Time mattered.How far would you go to make sure the one you loved had enough of it?Would you challenge the clock?Help them prepare?Could you watch them suffer?Could you accept a life without them in it?Or, would you follow them into the darkness?I did.This is our story.",[],4.34,100 ratings,33 reviews,60,23,12,1,4
Vampire: The Richard Chase Murders,Kevin M. Sullivan,"By the time Richard Trenton Chase graduated high school, everyone knew he was strange. But no one had any idea how bizarre he'd become, or what dark impulses were flowing through his troubled brain. The transformation from the outwardly strange young man to the diabolical killer he ultimately became, was gradual and would not become known until it was too late. First it was the killing of small animals and birds, and the drinking of their blood. However, when these sacrifices failed to satiate his needs, Richard Chase would seek out the highest form of life, and the city of Sacramento, California would react in horror to the hideous murders and mutilations committed by his hands. For those living in the quiet neighborhoods where the murders occurred, it was nothing less than a time of terror until the fiend was captured.Vampire: The Richard Chase Murders (with 23 photos), is an in-depth look into the life and disturbed mind of a killer, his family, and his many victims, the living as well as the dead. Within these pages you'll discover what it was like for the police, and what a difficult job they had finding a killer they knew wouldn't stop until he was apprehended. It was a race against time, in a series of murders that would stun even the most hardened investigators. It is the story of a city under siege, held captive by the man whose appetite for blood could not be satiated.",[],3.72,143 ratings,26 reviews,36,48,47,7,5
Love Notes,Kira Adams,"Pieces of Me by Kira AdamsFor sixteen year old Peyton Lane, life has never been easy. She’s not popular, overweight, and oh yeah, her sister is embarrassed of her. But over the course of a tumultuous year, everything changes for Peyton. Suddenly all eyes are on her and it’s not because she’s fat. From a pair of handsome twins to a couple of dangerously sexy rockers, Peyton will have to find out who she can trust with her heart. From the ups and downs to the twists and turns—this is Peyton’s story of finding one’s voice and growing into your own.This is a coming of age romance that involves realistic situations and raw emotions. This is Pieces of Me.Pain never truly goes away, until you find something deeper and meaningful that cures the heart and fills it with love.That is what Aurora desperately wants to believe. That somehow her music can save her, or even touch the unreachable heart of the guy she has liked for years.Rora yearns for his attention and wants to experience this so-called love that could possibly end her long suffering and inspire her to chase after her dreams.In deeply understanding the feelings of others and herself, will Aurora give up on ever finding true happiness, or will an intriguing soul teach her about the greatest song ever written?Love. Lust. Blackmail. Romance. Revenge. Is finding love worth getting even?Shy, overweight Melinda Rhodes' sophomore year of high school isn't going so well. Her mother mocks her weight. She spends her weekends holed up in her room making what her friend calls ""Freaky eyeball paintings."" Her pants split in the middle of school, earning her the nickname, ""Moolinda."" She then loses first chair flute in band to Kathy Meadows, the pretty and popular mean girl who's tormented Mel for years.Her luck changes when she catches the eye of Josh Kowalski, a rebellious trumpet prodigy and class clown. Josh has also been hurt by Kathy and asks Melinda to help take Kathy down. Mel figures that she has nothing to lose ... and Josh is adorable with gorgeous blue eyes and a winning smile. She agrees to team up with him and looks forward to finally getting back at her rival.At first, the pair's pranks against Kathy are silly, and as they work together, Mel comes out of her shell. Wild, impulsive Josh gets her to do things she'd never done before and Mel enjoys being a bad girl. Even better, she and Josh fall in love and their teen romance blossoms.However, as their schemes become more involved and dangerous, Mel begins to question her loyalty to Josh -- and is surprised to find how dark her dark side really is. Just how far will she be willing to go to get what she wants -- and is keepng Josh really worth the risk of going against her beliefs?This is a coming of age tale about finding love, staying on top and staying true to yourself. Is it really possible for Melinda to have it all?This is a story about a girl discovering and experiencing life for the first time.Bryn Schaefler grew up rich. Her parents expected the best out of her, picked her boyfriend for her, and groomed her to be the next trophy wife fresh out of High School.But when they discover she wants to pursue music instead of following in her mothers footsteps, they wanted to hear nothing about it.That was when Bryn left for good.By chance, she auditioned for main stream rock band Everlasting. Never in a million years did she think she would make it.Cale Pelton knew it was his fault for the band scrambling around to find a new guitarist. Once he saw Bryn audition, he knew he had to have her. Not just in the band, but in his mind, body and soul.This is the first book in the Straight from the Heart series. Follow Cale and Bryn as she goes on her first tour, and discovers there's so much more to her than she ever realized.",[],4.46,28 ratings,7 reviews,15,11,2,0,0
The Executioner,Chris Carter,"Imagine your worst fear - and then meet your worst nightmare...Inside a Los Angeles church, on the altar steps, lies the blood-soaked, decapitated body of a priest. Carefully positioned, legs stretched out, arms crossed over the chest, the most horrifying thing of all is that the priest's head has been replaced by that of a dog. Later, the forensic team discover that, on the victim's chest, the figure '3' has been scrawled in blood.At first, Detective Robert Hunter believes that this is a ritualistic killing. But as more bodies surface, he is forced to reassess. All the victims died in the way they feared the most. Their worst nightmares have literally come true. But how could the killer have known? And what links these apparently random victims?Hunter finds himself on the trail of an elusive and sadistic killer, somone who apparently has the power to read his victims' minds. Someone who can sense what scares his victims the most. Someone who will stop at nothing to achieve his twisted aim.","['Thriller', 'Crime', 'Mystery', 'Fiction', 'Suspense', 'Detective', 'Mystery Thriller', 'Audiobook', 'Horror', 'Adult']",4.38,"19,871 ratings","1,467 reviews","10,567","6,929","1,900",325,150
Become,Ali Cross,"The devil’s daughter wants nothing more than to stay in Hell, where it’s cold and lonely and totally predictable.Sixteen-year-old Desolation Black is an expert at keeping her emotions locked down tight. The last thing she wants is to return to Earth where there’s a girl she’s compelled to save and a boy whose touch ignites a terrifying spark of goodness deep inside of her.But the future of Asgard depends upon the choices Desi makes. If she follows in her father's footsteps, she'll undo Odin's great plan and everyone who's ever lived might never Ascend. If she rejects her father, it could mean the end of everything and herald the prophesied Ragnarok.If Desi could, she wouldn't choose at all.Fans of Buffy the Vampire Slayer and Lucifer will love this coming-of-age adventure with a touch of romance.","['Young Adult', 'Paranormal', 'Fantasy', 'Angels', 'Demons', 'Romance', 'Paranormal Romance', 'Urban Fantasy', 'Mythology', 'Supernatural']",3.64,"1,860 ratings",236 reviews,540,523,495,186,116
The Woman Who Fell from the Sky,Jennifer Steil,"The author, who had been a senior editor at The Week in New York, recounts her year in Yemen teaching journalism to the staff of The Yemen Observer in Sana'a, the capital, where she now lives.","['Travel', 'Nonfiction', 'Memoir', 'Biography', 'Womens', 'Journalism', 'Autobiography', 'Biography Memoir', 'History', 'Adult']",3.72,"1,370 ratings",173 reviews,360,474,374,115,47
The Risk Pool,Richard Russo,"""The Risk Pool"" is a thirty-year journey through the lives of Sam Hall, a small-town gambling hellraiser, and his watchful, introspective son Ned. When Ned's mother Jenny suffers a breakdown and retreats from her husband's carelessness into a dream world, Ned becomes part of his father's seedy nocturnal world, touring the town's bars and pool halls, struggling to win Sam's affections while avoiding his sins.","['Fiction', 'Literary Fiction', 'Novels', 'Literature', 'Contemporary', 'Coming Of Age', 'Family', 'American', 'Humor', 'Modern']",4.07,"7,200 ratings",513 reviews,"2,389","3,213","1,345",205,48
Chasing Magic,Stacia Kane,"A DEADLY HIGH Magic-wielding Churchwitch and secret addict Chess Putnam knows better than anyone just how high a price people are willing to pay for a chemical rush. But when someone with money to burn and a penchant for black magic starts tampering with Downside’s drug supply, Chess realizes that the unlucky customers are paying with their souls—and taking the innocent with them, as the magic-infused speed compels them to kill in the most gruesome ways possible. As if the streets weren’t scary enough, the looming war between the two men in her life explodes, taking even more casualties and putting Chess squarely in the middle. Downside could become a literal ghost town if Chess doesn’t find a way to stop both the war and the dark wave of death-magic, and the only way to do that is to use both her addiction and her power to enter the spell and chase the magic all the way back to its malevolent source. Too bad that doing so will probably kill Chess—if the war doesn’t first destroy the man who’s become her reason for living.","['Urban Fantasy', 'Paranormal', 'Ghosts', 'Fantasy', 'Magic', 'Witches', 'Romance', 'Adult', 'Dystopia', 'Audiobook']",4.20,"5,618 ratings",542 reviews,"2,500","2,045",835,171,67
An Invisible Thread,Laura Schroff,"This inspirational New York Times bestseller chronicles the lifelong friendship between a busy sales executive and a disadvantaged young boy, and how both of their lives were changed by what began as one small gesture of kindness. A straightforward tale of kindness and paying it forward in 1980s New York….an uplifting reminder that small gestures matter-Kirkus Reviews.Stopping was never part of the plan...She was a successful ad sales rep in Manhattan. He was a homeless, eleven-year-old panhandler on the street. He asked for spare change; she kept walking. But then something stopped her in her tracks, and she went back. And she continued to go back, again and again. They met up nearly every week for years and built an unexpected, life-changing friendship that has today spanned almost three decades.","['Nonfiction', 'Memoir', 'Biography', 'Biography Memoir', 'Book Club', 'Audiobook', 'Inspirational', 'Adult', 'Autobiography', 'Poverty']",4.05,"41,304 ratings","5,146 reviews","14,297","16,874","8,264","1,562",307
